Source,Target,Weight
eid-333,eid-56,10
eid-339,eid-56,10
eid-342,eid-56,10
eid-344,eid-56,10
eid-360,eid-56,10
eid-362,eid-56,10
eid-363,eid-56,10
eid-370,eid-56,10
eid-377,eid-56,10
eid-378,eid-56,10
eid-385,eid-56,10
eid-388,eid-56,10
eid-415,eid-56,10
eid-420,eid-56,10
eid-423,eid-56,10
eid-441,eid-56,10
eid-448,eid-56,10
eid-449,eid-56,10
eid-455,eid-56,10
eid-461,eid-56,10
eid-462,eid-56,10
eid-465,eid-56,10
eid-468,eid-56,10
eid-481,eid-56,10
eid-528,eid-56,10
eid-614,eid-56,10
eid-652,eid-56,10
eid-659,eid-56,10
eid-662,eid-56,10
eid-686,eid-56,10
eid-762,eid-56,10
eid-789,eid-56,10
eid-802,eid-56,10
eid-824,eid-56,10
eid-864,eid-56,10
eid-866,eid-56,10
eid-870,eid-56,10
eid-871,eid-56,10
eid-881,eid-56,10
eid-882,eid-56,10
eid-887,eid-56,10
eid-898,eid-56,10
eid-899,eid-56,10
eid-900,eid-56,10
eid-901,eid-56,10
eid-925,eid-56,10
eid-928,eid-56,10
eid-936,eid-56,10
eid-937,eid-56,10
eid-938,eid-56,10
eid-948,eid-56,10
eid-951,eid-56,10
eid-959,eid-56,10
eid-1023,eid-56,10
eid-1024,eid-56,10
eid-1077,eid-56,10
eid-1117,eid-56,10
eid-1139,eid-56,10
eid-1180,eid-56,10
eid-1202,eid-56,10
eid-1259,eid-56,10
eid-1298,eid-56,10
eid-1340,eid-56,10
eid-1341,eid-56,10
eid-1377,eid-56,10
eid-1392,eid-56,10
eid-1393,eid-56,10
eid-1459,eid-56,10
eid-1466,eid-56,10
eid-1471,eid-56,10
eid-1507,eid-56,10
eid-1535,eid-56,10
eid-1538,eid-56,10
eid-1552,eid-56,10
eid-1555,eid-56,10
eid-1566,eid-56,10
eid-1668,eid-56,10
eid-1710,eid-56,10
eid-1767,eid-56,10
eid-1784,eid-56,10
eid-1797,eid-56,10
eid-1801,eid-56,10
eid-1814,eid-56,10
eid-1821,eid-56,10
eid-1842,eid-56,10
eid-1888,eid-56,10
eid-1889,eid-56,10
eid-1891,eid-56,10
eid-1893,eid-56,10
eid-1894,eid-56,10
eid-1897,eid-56,10
eid-1903,eid-56,10
eid-1908,eid-56,10
eid-1910,eid-56,10
eid-1916,eid-56,10
